n,game,algorithm,dimension,time,number of moves,number of states,won,state space,solution: car,solution: direction
85,6x6_2,random,6,3.175906,1493,1493,1,,L,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,E,1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,1
85,6x6_2,random,6,3.175906,1493,1493,1,,E,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,E,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,K,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,1
85,6x6_2,random,6,3.175906,1493,1493,1,,E,1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,1
85,6x6_2,random,6,3.175906,1493,1493,1,,E,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,1
85,6x6_2,random,6,3.175906,1493,1493,1,,E,1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,K,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,A,1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,1
85,6x6_2,random,6,3.175906,1493,1493,1,,A,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,K,1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,E,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,K,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,1
85,6x6_2,random,6,3.175906,1493,1493,1,,E,1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,I,1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,I,1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,I,1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,I,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,I,1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,1
85,6x6_2,random,6,3.175906,1493,1493,1,,I,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,1
85,6x6_2,random,6,3.175906,1493,1493,1,,I,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,I,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,A,1
85,6x6_2,random,6,3.175906,1493,1493,1,,K,1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,1
85,6x6_2,random,6,3.175906,1493,1493,1,,A,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,1
85,6x6_2,random,6,3.175906,1493,1493,1,,A,1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,A,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,A,1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,I,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,K,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,I,1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,1
85,6x6_2,random,6,3.175906,1493,1493,1,,K,1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,K,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,A,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,I,1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,1
85,6x6_2,random,6,3.175906,1493,1493,1,,I,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,I,1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,I,1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,I,1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,1
85,6x6_2,random,6,3.175906,1493,1493,1,,K,1
85,6x6_2,random,6,3.175906,1493,1493,1,,A,1
85,6x6_2,random,6,3.175906,1493,1493,1,,K,1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,1
85,6x6_2,random,6,3.175906,1493,1493,1,,F,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,1
85,6x6_2,random,6,3.175906,1493,1493,1,,E,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,1
85,6x6_2,random,6,3.175906,1493,1493,1,,A,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,1
85,6x6_2,random,6,3.175906,1493,1493,1,,H,1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,1
85,6x6_2,random,6,3.175906,1493,1493,1,,F,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,1
85,6x6_2,random,6,3.175906,1493,1493,1,,F,1
85,6x6_2,random,6,3.175906,1493,1493,1,,E,1
85,6x6_2,random,6,3.175906,1493,1493,1,,H,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,E,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,E,1
85,6x6_2,random,6,3.175906,1493,1493,1,,F,1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,1
85,6x6_2,random,6,3.175906,1493,1493,1,,F,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,F,1
85,6x6_2,random,6,3.175906,1493,1493,1,,F,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,F,1
85,6x6_2,random,6,3.175906,1493,1493,1,,E,1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,E,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,K,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,1
85,6x6_2,random,6,3.175906,1493,1493,1,,K,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,K,1
85,6x6_2,random,6,3.175906,1493,1493,1,,K,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,K,1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,A,1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,1
85,6x6_2,random,6,3.175906,1493,1493,1,,K,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,1
85,6x6_2,random,6,3.175906,1493,1493,1,,I,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,1
85,6x6_2,random,6,3.175906,1493,1493,1,,A,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,E,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,1
85,6x6_2,random,6,3.175906,1493,1493,1,,E,1
85,6x6_2,random,6,3.175906,1493,1493,1,,E,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,1
85,6x6_2,random,6,3.175906,1493,1493,1,,E,1
85,6x6_2,random,6,3.175906,1493,1493,1,,E,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,E,1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,I,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,1
85,6x6_2,random,6,3.175906,1493,1493,1,,I,1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,I,1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,1
85,6x6_2,random,6,3.175906,1493,1493,1,,E,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,K,1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,1
85,6x6_2,random,6,3.175906,1493,1493,1,,E,1
85,6x6_2,random,6,3.175906,1493,1493,1,,K,1
85,6x6_2,random,6,3.175906,1493,1493,1,,K,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,A,1
85,6x6_2,random,6,3.175906,1493,1493,1,,A,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,A,1
85,6x6_2,random,6,3.175906,1493,1493,1,,A,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,A,1
85,6x6_2,random,6,3.175906,1493,1493,1,,K,1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,1
85,6x6_2,random,6,3.175906,1493,1493,1,,F,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,1
85,6x6_2,random,6,3.175906,1493,1493,1,,E,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,H,1
85,6x6_2,random,6,3.175906,1493,1493,1,,H,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,H,1
85,6x6_2,random,6,3.175906,1493,1493,1,,E,1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,A,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,A,1
85,6x6_2,random,6,3.175906,1493,1493,1,,A,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,1
85,6x6_2,random,6,3.175906,1493,1493,1,,H,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,F,1
85,6x6_2,random,6,3.175906,1493,1493,1,,E,1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,E,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,E,1
85,6x6_2,random,6,3.175906,1493,1493,1,,E,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,1
85,6x6_2,random,6,3.175906,1493,1493,1,,A,1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,1
85,6x6_2,random,6,3.175906,1493,1493,1,,F,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,F,1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,1
85,6x6_2,random,6,3.175906,1493,1493,1,,A,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,K,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,1
85,6x6_2,random,6,3.175906,1493,1493,1,,E,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,K,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,1
85,6x6_2,random,6,3.175906,1493,1493,1,,K,1
85,6x6_2,random,6,3.175906,1493,1493,1,,A,1
85,6x6_2,random,6,3.175906,1493,1493,1,,K,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,A,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,1
85,6x6_2,random,6,3.175906,1493,1493,1,,K,1
85,6x6_2,random,6,3.175906,1493,1493,1,,E,1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,1
85,6x6_2,random,6,3.175906,1493,1493,1,,K,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,1
85,6x6_2,random,6,3.175906,1493,1493,1,,A,1
85,6x6_2,random,6,3.175906,1493,1493,1,,K,1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,E,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,A,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,E,1
85,6x6_2,random,6,3.175906,1493,1493,1,,E,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,1
85,6x6_2,random,6,3.175906,1493,1493,1,,A,1
85,6x6_2,random,6,3.175906,1493,1493,1,,E,1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,A,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,1
85,6x6_2,random,6,3.175906,1493,1493,1,,E,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,K,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,I,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,1
85,6x6_2,random,6,3.175906,1493,1493,1,,A,1
85,6x6_2,random,6,3.175906,1493,1493,1,,A,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,I,1
85,6x6_2,random,6,3.175906,1493,1493,1,,E,1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,1
85,6x6_2,random,6,3.175906,1493,1493,1,,K,1
85,6x6_2,random,6,3.175906,1493,1493,1,,K,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,1
85,6x6_2,random,6,3.175906,1493,1493,1,,K,1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,1
85,6x6_2,random,6,3.175906,1493,1493,1,,K,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,E,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,E,1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,A,1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,A,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,1
85,6x6_2,random,6,3.175906,1493,1493,1,,K,1
85,6x6_2,random,6,3.175906,1493,1493,1,,K,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,1
85,6x6_2,random,6,3.175906,1493,1493,1,,I,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,I,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,A,1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,1
85,6x6_2,random,6,3.175906,1493,1493,1,,A,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,1
85,6x6_2,random,6,3.175906,1493,1493,1,,I,1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,J,1
85,6x6_2,random,6,3.175906,1493,1493,1,,I,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,I,1
85,6x6_2,random,6,3.175906,1493,1493,1,,L,1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,1
85,6x6_2,random,6,3.175906,1493,1493,1,,G,1
85,6x6_2,random,6,3.175906,1493,1493,1,,I,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,X,-1
85,6x6_2,random,6,3.175906,1493,1493,1,,B,1
85,6x6_2,random,6,3.175906,1493,1493,1,,I,-1
